dataset_name,analysis_timestamp,n_dimensions,h0_n_features,h0_n_finite,h0_n_infinite,h0_total_persistence,h0_max_persistence,h0_mean_persistence,h0_std_persistence,h0_persistence_entropy,h0_total_lifetime,h0_normalized_persistence,h1_n_features,h1_n_finite,h1_n_infinite,h1_total_persistence,h1_max_persistence,h1_mean_persistence,h1_std_persistence,h1_persistence_entropy,h1_total_lifetime,h1_normalized_persistence,h1_h0_ratio,total_features,total_persistence_all,max_persistence_all
petersen_bilateral_combined,2025-08-24T15:32:07.965523,2,5000,4999,1,10551.013212010264,11.933810234069824,2.110624767355524,0.7587604238982046,8.45228213427555,10551.013212010264,884.127785264105,2122,2122,0,1383.2779967784882,26.887537956237793,0.6518746450417003,0.9756428000455278,7.146340730233467,1383.2779967784882,41.247717357584726,0.4244848969793959,7122,11934.291208788753,26.887537956237793
